trip_id,employee_id,program_office,travel_date,travel_purpose,expense_type,amount,mileage,total_mileage_cost
TR01268,EMP0070,LOG,2023-12-16,Asset Management,Air Transportation,734.35,,
TR01269,EMP0015,LOG,2024-07-31,Asset Management,Hotel/Lodging,221.47,,
TR01270,EMP0008,TRANS,2023-10-18,Asset Movement,Mileage,129.91,193.9,129.91
TR01271,EMP0136,OPS,2023-10-22,Asset Management,Hotel/Lodging,329.39,,
TR01272,EMP0077,LOG,2024-03-01,Asset Movement,Hotel/Lodging,184.91,,
TR01273,EMP0105,FIN,2024-05-09,Asset Management,Ground Transportation,20.57,,
TR01274,EMP0021,PMO,2024-04-04,Asset Management,Hotel/Lodging,274.53,,
TR01275,EMP0133,FIN,2024-02-18,Asset Movement,Mileage,129.18,192.8,129.18
TR01276,EMP0064,LOG,2024-06-01,Asset Movement,Mileage,107.27,160.1,107.27
TR01277,EMP0094,PMO,2023-10-04,Asset Movement,Mileage,299.02,446.3,299.02
TR01278,EMP0037,OPS,2024-02-15,Asset Management,Ground Transportation,143.17,,
TR01279,EMP0015,LOG,2024-08-27,Asset Movement,Mileage,169.51,253.0,169.51
TR01280,EMP0139,OPS,2024-08-01,Asset Management,Hotel/Lodging,142.98,,
TR01281,EMP0019,FIN,2024-06-26,Asset Management,Air Transportation,1195.14,,
TR01282,EMP0110,FIN,2024-08-13,Asset Management,Air Transportation,751.02,,
TR01283,EMP0003,OPS,2024-03-21,Asset Movement,Mileage,416.74,622.0,416.74
TR01284,EMP0093,FIN,2024-01-08,Asset Management,Mileage,78.73,117.5,78.73
TR01285,EMP0056,PMO,2023-10-29,Asset Movement,Mileage,222.78,332.5,222.78
TR01286,EMP0131,OPS,2023-11-01,Asset Movement,Hotel/Lodging,325.2,,
TR01287,EMP0005,FIN,2024-04-19,Asset Management,Hotel/Lodging,249.83,,
TR01288,EMP0112,OPS,2024-07-17,Asset Movement,Air Transportation,1030.57,,
TR01289,EMP0116,PMO,2024-08-20,Asset Movement,Ground Transportation,111.82,,
TR01290,EMP0008,TRANS,2024-08-28,Asset Movement,Ground Transportation,25.07,,
TR01291,EMP0056,PMO,2024-05-23,Asset Management,Air Transportation,1020.15,,
TR01292,EMP0002,OPS,2024-09-13,Asset Movement,Hotel/Lodging,330.94,,
TR01293,EMP0012,ADMIN,2024-04-30,Asset Management,Hotel/Lodging,123.74,,
TR01294,EMP0083,TRANS,2024-08-15,Asset Management,Mileage,263.85,393.8,263.85
TR01295,EMP0022,TRANS,2024-08-26,Asset Movement,Hotel/Lodging,272.54,,
TR01296,EMP0014,PMO,2023-12-23,Asset Movement,Mileage,132.53,197.8,132.53
TR01297,EMP0108,TRANS,2024-09-16,Asset Movement,Air Transportation,966.11,,
TR01298,EMP0013,LOG,2024-07-12,Asset Management,Mileage,287.83,429.6,287.83
TR01299,EMP0050,OPS,2024-01-12,Asset Management,Air Transportation,919.09,,
TR01300,EMP0033,PMO,2024-04-28,Asset Movement,Hotel/Lodging,345.69,,
TR01301,EMP0127,PMO,2024-08-15,Asset Management,Air Transportation,870.52,,
TR01302,EMP0063,TRANS,2024-09-22,Asset Management,Hotel/Lodging,331.72,,
TR01303,EMP0091,PMO,2023-12-03,Asset Movement,Ground Transportation,128.16,,
TR01304,EMP0092,FIN,2024-04-01,Asset Movement,Hotel/Lodging,224.17,,
TR01305,EMP0091,PMO,2024-07-26,Asset Movement,Mileage,214.87,320.7,214.87
TR01306,EMP0135,PMO,2024-01-03,Asset Management,Hotel/Lodging,116.26,,
TR01307,EMP0146,PMO,2024-09-23,Asset Management,Hotel/Lodging,181.06,,
TR01308,EMP0030,ADMIN,2023-11-03,Asset Management,Ground Transportation,28.24,,
TR01309,EMP0145,OPS,2024-08-11,Asset Management,Ground Transportation,33.93,,
TR01310,EMP0134,TRANS,2024-07-22,Asset Management,Hotel/Lodging,135.54,,
TR01311,EMP0039,OPS,2024-05-15,Asset Movement,Air Transportation,839.85,,
TR01312,EMP0036,LOG,2024-07-07,Asset Movement,Mileage,278.38,415.5,278.38
TR01313,EMP0032,OPS,2024-04-15,Asset Management,Ground Transportation,141.42,,
TR01314,EMP0084,FIN,2024-07-15,Asset Management,Air Transportation,193.57,,
TR01315,EMP0092,FIN,2024-03-18,Asset Management,Hotel/Lodging,225.96,,
TR01316,EMP0057,ADMIN,2023-11-29,Asset Movement,Mileage,46.5,69.4,46.5
TR01317,EMP0042,FIN,2024-03-09,Asset Management,Ground Transportation,29.07,,
TR01318,EMP0013,LOG,2024-06-05,Asset Management,Hotel/Lodging,91.8,,
TR01319,EMP0089,OPS,2024-05-18,Asset Movement,Mileage,296.14,442.0,296.14
TR01320,EMP0061,TRANS,2024-02-01,Asset Management,Air Transportation,354.05,,
TR01321,EMP0119,PMO,2023-11-16,Asset Management,Mileage,177.48,264.9,177.48
TR01322,EMP0103,PMO,2024-06-22,Asset Management,Ground Transportation,98.87,,
TR01323,EMP0143,TRANS,2024-08-02,Asset Management,Ground Transportation,76.95,,
TR01324,EMP0110,FIN,2023-11-17,Asset Movement,Air Transportation,429.73,,
TR01325,EMP0014,PMO,2023-11-19,Asset Management,Mileage,381.9,570.0,381.9
TR01326,EMP0094,PMO,2024-06-17,Asset Management,Air Transportation,596.79,,
TR01327,EMP0096,FIN,2024-03-14,Asset Management,Ground Transportation,112.06,,
TR01328,EMP0049,PMO,2023-10-21,Asset Movement,Ground Transportation,90.1,,
TR01329,EMP0003,OPS,2023-10-25,Asset Movement,Air Transportation,1106.96,,
TR01330,EMP0121,ADMIN,2024-04-03,Asset Movement,Air Transportation,267.05,,
TR01331,EMP0119,PMO,2023-12-11,Asset Movement,Hotel/Lodging,128.58,,
TR01332,EMP0031,PMO,2024-06-28,Asset Management,Ground Transportation,161.39,,
TR01333,EMP0064,LOG,2024-08-07,Asset Management,Air Transportation,960.7,,
TR01334,EMP0032,OPS,2024-06-28,Asset Movement,Air Transportation,994.72,,
TR01335,EMP0028,TRANS,2024-09-21,Asset Movement,Hotel/Lodging,293.1,,
TR01336,EMP0032,OPS,2023-11-22,Asset Management,Air Transportation,962.04,,
TR01337,EMP0035,FIN,2024-05-28,Asset Management,Air Transportation,954.97,,
TR01338,EMP0124,TRANS,2024-03-10,Asset Movement,Hotel/Lodging,196.08,,
TR01339,EMP0111,TRANS,2024-04-15,Asset Movement,Ground Transportation,16.63,,
TR01340,EMP0096,FIN,2023-10-26,Asset Movement,Ground Transportation,129.56,,
TR01341,EMP0080,OPS,2024-02-14,Asset Management,Hotel/Lodging,192.98,,
TR01342,EMP0065,LOG,2023-12-18,Asset Movement,Air Transportation,791.49,,
TR01343,EMP0099,LOG,2023-11-25,Asset Movement,Hotel/Lodging,324.96,,
TR01344,EMP0051,TRANS,2024-06-22,Asset Management,Air Transportation,1188.2,,
TR01345,EMP0001,FIN,2023-12-05,Asset Management,Hotel/Lodging,272.94,,
TR01346,EMP0010,FIN,2023-11-22,Asset Management,Mileage,325.02,485.1,325.02
TR01347,EMP0109,LOG,2024-02-17,Asset Management,Hotel/Lodging,285.72,,
TR01348,EMP0043,OPS,2024-08-18,Asset Movement,Air Transportation,869.04,,
TR01349,EMP0040,ADMIN,2024-07-26,Asset Movement,Ground Transportation,97.99,,
TR01350,EMP0138,ADMIN,2024-06-16,Asset Management,Mileage,318.65,475.6,318.65
TR01351,EMP0012,ADMIN,2024-02-13,Asset Management,Hotel/Lodging,204.14,,
TR01352,EMP0088,LOG,2024-03-30,Asset Movement,Air Transportation,744.08,,
TR01353,EMP0129,FIN,2024-09-20,Asset Management,Hotel/Lodging,177.5,,
TR01354,EMP0136,OPS,2024-09-20,Asset Movement,Mileage,239.79,357.9,239.79
TR01355,EMP0133,FIN,2024-09-11,Asset Management,Air Transportation,1178.4,,
TR01356,EMP0006,OPS,2024-08-19,Asset Management,Mileage,38.19,57.0,38.19
TR01357,EMP0028,TRANS,2024-07-22,Asset Movement,Ground Transportation,127.02,,
TR01358,EMP0079,FIN,2024-08-03,Asset Movement,Ground Transportation,131.95,,
TR01359,EMP0046,OPS,2024-01-18,Asset Movement,Mileage,328.77,490.7,328.77
TR01360,EMP0057,ADMIN,2024-06-29,Asset Movement,Air Transportation,876.04,,
TR01361,EMP0035,FIN,2024-04-26,Asset Management,Ground Transportation,63.47,,
TR01362,EMP0030,ADMIN,2024-06-24,Asset Management,Ground Transportation,158.94,,
TR01363,EMP0031,PMO,2024-07-13,Asset Management,Ground Transportation,93.25,,
TR01364,EMP0065,LOG,2024-09-10,Asset Management,Ground Transportation,47.1,,
TR01365,EMP0129,FIN,2023-11-19,Asset Movement,Mileage,362.94,541.7,362.94
TR01366,EMP0025,LOG,2024-09-11,Asset Movement,Mileage,371.65,554.7,371.65
TR01367,EMP0095,FIN,2024-08-30,Asset Management,Air Transportation,891.67,,
TR01368,EMP0114,TRANS,2024-06-16,Asset Movement,Air Transportation,592.31,,
TR01369,EMP0149,TRANS,2024-01-21,Asset Movement,Air Transportation,1007.56,,
TR01370,EMP0059,FIN,2023-10-10,Asset Movement,Ground Transportation,108.48,,
TR01371,EMP0097,FIN,2023-11-19,Asset Management,Hotel/Lodging,139.14,,
TR01372,EMP0005,FIN,2023-12-12,Asset Movement,Hotel/Lodging,95.08,,
TR01373,EMP0108,TRANS,2023-11-24,Asset Management,Ground Transportation,82.71,,
TR01374,EMP0028,TRANS,2024-05-21,Asset Movement,Ground Transportation,143.91,,
TR01375,EMP0009,TRANS,2023-12-23,Asset Movement,Mileage,278.05,415.0,278.05
TR01376,EMP0146,PMO,2024-09-17,Asset Management,Ground Transportation,109.35,,
TR01377,EMP0044,OPS,2024-09-19,Asset Management,Ground Transportation,90.51,,
TR01378,EMP0044,OPS,2023-12-18,Asset Movement,Hotel/Lodging,289.77,,
TR01379,EMP0068,OPS,2024-07-18,Asset Management,Ground Transportation,116.73,,
TR01380,EMP0147,TRANS,2024-06-21,Asset Movement,Ground Transportation,78.89,,
TR01381,EMP0014,PMO,2024-06-19,Asset Movement,Air Transportation,1096.35,,
TR01382,EMP0072,OPS,2023-12-05,Asset Management,Air Transportation,608.55,,
TR01383,EMP0027,OPS,2023-12-08,Asset Movement,Ground Transportation,72.36,,
TR01384,EMP0144,TRANS,2024-07-21,Asset Movement,Ground Transportation,69.94,,
TR01385,EMP0086,TRANS,2023-11-16,Asset Movement,Mileage,326.96,488.0,326.96
TR01386,EMP0110,FIN,2023-11-23,Asset Movement,Hotel/Lodging,110.97,,
TR01387,EMP0050,OPS,2024-09-24,Asset Management,Air Transportation,852.97,,
TR01388,EMP0042,FIN,2024-04-02,Asset Movement,Ground Transportation,73.77,,
TR01389,EMP0101,TRANS,2023-12-07,Asset Management,Hotel/Lodging,249.67,,
TR01390,EMP0046,OPS,2024-01-27,Asset Movement,Hotel/Lodging,93.89,,
TR01391,EMP0145,OPS,2024-02-09,Asset Movement,Hotel/Lodging,302.85,,
TR01392,EMP0061,TRANS,2024-07-12,Asset Movement,Ground Transportation,145.63,,
TR01393,EMP0001,FIN,2024-05-29,Asset Movement,Air Transportation,210.44,,
TR01394,EMP0018,LOG,2024-02-13,Asset Management,Mileage,139.03,207.5,139.03
TR01395,EMP0077,LOG,2024-04-13,Asset Management,Hotel/Lodging,186.41,,
TR01396,EMP0016,ADMIN,2024-09-01,Asset Management,Hotel/Lodging,329.66,,
TR01397,EMP0126,PMO,2024-04-19,Asset Management,Air Transportation,674.2,,
TR01398,EMP0038,OPS,2023-11-12,Asset Management,Ground Transportation,178.85,,
TR01399,EMP0007,PMO,2023-10-25,Asset Movement,Ground Transportation,157.75,,
TR01400,EMP0072,OPS,2024-05-25,Asset Movement,Air Transportation,550.4,,
TR01401,EMP0046,OPS,2024-05-28,Asset Management,Mileage,270.14,403.2,270.14
TR01402,EMP0044,OPS,2023-12-25,Asset Management,Mileage,160.73,239.9,160.73
TR01403,EMP0131,OPS,2023-10-06,Asset Movement,Ground Transportation,103.19,,
TR01404,EMP0089,OPS,2024-02-15,Asset Management,Air Transportation,543.14,,
TR01405,EMP0036,LOG,2024-08-23,Asset Movement,Mileage,250.38,373.7,250.38
TR01406,EMP0077,LOG,2024-02-06,Asset Management,Mileage,280.53,418.7,280.53
TR01407,EMP0079,FIN,2024-07-20,Asset Movement,Ground Transportation,108.5,,
TR01408,EMP0101,TRANS,2023-10-29,Asset Management,Hotel/Lodging,327.68,,
TR01409,EMP0111,TRANS,2023-11-15,Asset Movement,Ground Transportation,160.59,,
TR01410,EMP0064,LOG,2023-12-10,Asset Movement,Hotel/Lodging,341.65,,
TR01411,EMP0087,TRANS,2024-05-23,Asset Movement,Mileage,105.86,158.0,105.86
TR01412,EMP0028,TRANS,2024-04-18,Asset Management,Air Transportation,387.84,,
TR01413,EMP0046,OPS,2024-07-13,Asset Management,Air Transportation,529.68,,
TR01414,EMP0040,ADMIN,2024-04-18,Asset Management,Mileage,113.7,169.7,113.7
TR01415,EMP0073,ADMIN,2024-02-23,Asset Management,Ground Transportation,90.58,,
TR01416,EMP0022,TRANS,2024-07-07,Asset Movement,Hotel/Lodging,321.37,,
TR01417,EMP0045,OPS,2024-02-09,Asset Management,Mileage,44.55,66.5,44.55
TR01418,EMP0121,ADMIN,2024-08-16,Asset Management,Hotel/Lodging,222.43,,
TR01419,EMP0058,PMO,2023-11-07,Asset Movement,Ground Transportation,70.93,,
TR01420,EMP0129,FIN,2024-08-20,Asset Management,Mileage,228.6,341.2,228.6
TR01421,EMP0120,PMO,2023-10-12,Asset Management,Hotel/Lodging,156.92,,
TR01422,EMP0143,TRANS,2023-11-10,Asset Management,Ground Transportation,21.83,,
TR01423,EMP0150,LOG,2024-07-22,Asset Movement,Hotel/Lodging,100.11,,
TR01424,EMP0002,OPS,2024-07-12,Asset Management,Ground Transportation,151.16,,
TR01425,EMP0080,OPS,2024-03-10,Asset Management,Hotel/Lodging,173.78,,
TR01426,EMP0046,OPS,2024-03-03,Asset Management,Air Transportation,1176.27,,
TR01427,EMP0035,FIN,2024-01-19,Asset Movement,Air Transportation,755.45,,
TR01428,EMP0080,OPS,2024-06-12,Asset Movement,Ground Transportation,84.5,,
TR01429,EMP0127,PMO,2023-12-07,Asset Movement,Mileage,274.83,410.2,274.83
TR01430,EMP0025,LOG,2023-10-08,Asset Movement,Air Transportation,328.36,,
TR01431,EMP0087,TRANS,2024-08-05,Asset Management,Mileage,415.13,619.6,415.13
TR01432,EMP0028,TRANS,2023-12-11,Asset Movement,Air Transportation,1042.86,,
TR01433,EMP0046,OPS,2024-07-11,Asset Movement,Ground Transportation,139.55,,
TR01434,EMP0007,PMO,2024-02-07,Asset Movement,Hotel/Lodging,106.07,,
TR01435,EMP0077,LOG,2024-06-06,Asset Movement,Mileage,339.76,507.1,339.76
TR01436,EMP0051,TRANS,2024-08-09,Asset Management,Air Transportation,298.84,,
TR01437,EMP0058,PMO,2024-06-19,Asset Movement,Air Transportation,943.3,,
TR01438,EMP0102,PMO,2024-06-13,Asset Movement,Mileage,61.31,91.5,61.31
TR01439,EMP0083,TRANS,2023-10-27,Asset Management,Ground Transportation,78.01,,
TR01440,EMP0034,LOG,2024-08-15,Asset Management,Ground Transportation,127.73,,
TR01441,EMP0127,PMO,2024-09-13,Asset Management,Ground Transportation,42.23,,
TR01442,EMP0082,FIN,2024-01-01,Asset Management,Mileage,263.65,393.5,263.65
TR01443,EMP0106,FIN,2024-07-10,Asset Movement,Hotel/Lodging,201.18,,
TR01444,EMP0096,FIN,2024-06-23,Asset Management,Hotel/Lodging,188.15,,
TR01445,EMP0067,PMO,2024-07-21,Asset Management,Air Transportation,701.32,,
TR01446,EMP0130,LOG,2024-09-26,Asset Management,Hotel/Lodging,250.44,,
TR01447,EMP0148,ADMIN,2024-09-21,Asset Movement,Hotel/Lodging,285.08,,
TR01448,EMP0022,TRANS,2024-07-25,Asset Management,Hotel/Lodging,279.74,,
TR01449,EMP0009,TRANS,2023-12-05,Asset Management,Ground Transportation,99.63,,
TR01450,EMP0089,OPS,2024-08-31,Asset Management,Air Transportation,758.38,,
TR01451,EMP0067,PMO,2024-06-29,Asset Movement,Air Transportation,366.97,,
TR01452,EMP0144,TRANS,2024-01-18,Asset Management,Hotel/Lodging,180.05,,
TR01453,EMP0011,ADMIN,2023-10-27,Asset Movement,Hotel/Lodging,229.58,,
TR01454,EMP0073,ADMIN,2024-08-04,Asset Management,Mileage,169.24,252.6,169.24
TR01455,EMP0097,FIN,2024-08-01,Asset Movement,Ground Transportation,71.07,,
TR01456,EMP0135,PMO,2024-06-04,Asset Movement,Hotel/Lodging,268.21,,
TR01457,EMP0147,TRANS,2024-02-20,Asset Management,Mileage,405.95,605.9,405.95
TR01458,EMP0106,FIN,2024-08-03,Asset Movement,Hotel/Lodging,147.9,,
TR01459,EMP0090,OPS,2023-10-01,Asset Movement,Mileage,416.87,622.2,416.87
TR01460,EMP0107,TRANS,2023-10-14,Asset Movement,Ground Transportation,173.78,,
TR01461,EMP0128,PMO,2024-08-01,Asset Movement,Air Transportation,1057.29,,
TR01462,EMP0136,OPS,2023-11-27,Asset Management,Hotel/Lodging,179.97,,
TR01463,EMP0016,ADMIN,2023-12-22,Asset Movement,Mileage,340.16,507.7,340.16
TR01464,EMP0117,PMO,2024-01-03,Asset Management,Mileage,151.29,225.8,151.29
TR01465,EMP0046,OPS,2024-08-06,Asset Movement,Mileage,91.39,136.4,91.39
TR01466,EMP0039,OPS,2023-12-12,Asset Movement,Air Transportation,513.71,,
TR01467,EMP0001,FIN,2023-10-03,Asset Movement,Mileage,381.7,569.7,381.7
TR01468,EMP0051,TRANS,2023-12-04,Asset Movement,Hotel/Lodging,93.23,,
TR01469,EMP0017,FIN,2023-10-02,Asset Movement,Mileage,244.42,364.8,244.42
TR01470,EMP0035,FIN,2024-03-21,Asset Movement,Mileage,315.91,471.5,315.91
TR01471,EMP0125,LOG,2024-03-27,Asset Movement,Hotel/Lodging,212.98,,
TR01472,EMP0081,ADMIN,2024-05-28,Asset Movement,Hotel/Lodging,236.9,,
TR01473,EMP0007,PMO,2024-05-11,Asset Movement,Hotel/Lodging,322.47,,
TR01474,EMP0075,FIN,2024-07-12,Asset Movement,Ground Transportation,157.25,,
TR01475,EMP0137,ADMIN,2024-04-01,Asset Movement,Ground Transportation,161.7,,
TR01476,EMP0042,FIN,2023-11-30,Asset Movement,Hotel/Lodging,257.35,,
TR01477,EMP0012,ADMIN,2024-03-22,Asset Management,Air Transportation,836.74,,
TR01478,EMP0081,ADMIN,2024-05-07,Asset Movement,Air Transportation,757.15,,
TR01479,EMP0065,LOG,2024-06-18,Asset Movement,Ground Transportation,56.67,,
TR01480,EMP0042,FIN,2023-10-09,Asset Movement,Ground Transportation,169.65,,
TR01481,EMP0055,OPS,2024-01-30,Asset Management,Hotel/Lodging,199.51,,
TR01482,EMP0099,LOG,2024-01-10,Asset Movement,Ground Transportation,133.67,,
TR01483,EMP0101,TRANS,2024-04-22,Asset Movement,Ground Transportation,172.36,,
TR01484,EMP0076,FIN,2024-09-10,Asset Management,Mileage,273.69,408.5,273.69
TR01485,EMP0062,ADMIN,2024-08-16,Asset Management,Hotel/Lodging,225.81,,
TR01486,EMP0138,ADMIN,2024-09-01,Asset Movement,Hotel/Lodging,152.65,,
TR01487,EMP0059,FIN,2024-06-10,Asset Management,Mileage,191.02,285.1,191.02
TR01488,EMP0127,PMO,2023-11-15,Asset Management,Air Transportation,1197.78,,
TR01489,EMP0020,ADMIN,2024-04-22,Asset Management,Hotel/Lodging,257.29,,
TR01490,EMP0044,OPS,2024-08-08,Asset Management,Ground Transportation,156.83,,
TR01491,EMP0074,TRANS,2023-12-12,Asset Movement,Ground Transportation,107.95,,
TR01492,EMP0090,OPS,2024-08-21,Asset Management,Hotel/Lodging,193.92,,
TR01493,EMP0090,OPS,2024-02-06,Asset Management,Ground Transportation,127.26,,
TR01494,EMP0018,LOG,2024-07-29,Asset Movement,Air Transportation,731.34,,
TR01495,EMP0094,PMO,2024-07-14,Asset Management,Ground Transportation,29.94,,
TR01496,EMP0071,PMO,2023-12-14,Asset Management,Air Transportation,274.42,,
TR01497,EMP0058,PMO,2023-10-30,Asset Management,Air Transportation,615.94,,
TR01498,EMP0055,OPS,2024-05-17,Asset Movement,Mileage,112.83,168.4,112.83
TR01499,EMP0046,OPS,2024-06-06,Asset Movement,Mileage,146.19,218.2,146.19
TR01500,EMP0048,OPS,2024-09-09,Asset Management,Air Transportation,201.79,,
TR01501,EMP0023,FIN,2024-06-13,Asset Management,Air Transportation,193.11,,
TR01502,EMP0130,LOG,2024-06-20,Asset Management,Air Transportation,920.3,,
TR01503,EMP0009,TRANS,2023-11-10,Asset Management,Ground Transportation,97.27,,
TR01504,EMP0088,LOG,2024-03-08,Asset Movement,Hotel/Lodging,349.32,,
TR01505,EMP0102,PMO,2023-10-20,Asset Management,Hotel/Lodging,313.21,,
TR01506,EMP0003,OPS,2024-03-29,Asset Management,Mileage,135.14,201.7,135.14
TR01507,EMP0122,FIN,2024-06-27,Asset Movement,Air Transportation,191.99,,
TR01508,EMP0090,OPS,2024-07-20,Asset Management,Mileage,48.11,71.8,48.11
TR01509,EMP0061,TRANS,2023-12-15,Asset Management,Mileage,30.08,44.9,30.08
TR01510,EMP0045,OPS,2023-10-20,Asset Management,Hotel/Lodging,340.87,,
TR01511,EMP0119,PMO,2024-01-21,Asset Management,Air Transportation,877.13,,
TR01512,EMP0143,TRANS,2024-05-26,Asset Movement,Mileage,343.98,513.4,343.98
TR01513,EMP0107,TRANS,2023-10-22,Asset Movement,Mileage,280.06,418.0,280.06
TR01514,EMP0023,FIN,2024-05-05,Asset Management,Ground Transportation,172.73,,
TR01515,EMP0090,OPS,2024-04-24,Asset Management,Hotel/Lodging,274.53,,
TR01516,EMP0017,FIN,2024-08-24,Asset Movement,Hotel/Lodging,208.05,,
TR01517,EMP0054,ADMIN,2024-09-13,Asset Movement,Air Transportation,777.63,,
TR01518,EMP0106,FIN,2023-12-19,Asset Movement,Mileage,32.03,47.8,32.03
TR01519,EMP0085,FIN,2024-05-07,Asset Movement,Air Transportation,1049.35,,
TR01520,EMP0121,ADMIN,2024-07-02,Asset Movement,Mileage,137.15,204.7,137.15
TR01521,EMP0080,OPS,2024-01-01,Asset Management,Mileage,23.52,35.1,23.52
TR01522,EMP0119,PMO,2024-05-24,Asset Movement,Mileage,87.44,130.5,87.44
TR01523,EMP0129,FIN,2023-10-14,Asset Management,Air Transportation,772.44,,
TR01524,EMP0146,PMO,2024-07-21,Asset Movement,Hotel/Lodging,347.33,,
TR01525,EMP0112,OPS,2023-12-09,Asset Management,Air Transportation,1167.09,,
TR01526,EMP0033,PMO,2024-07-05,Asset Management,Hotel/Lodging,205.72,,
TR01527,EMP0122,FIN,2024-05-18,Asset Management,Ground Transportation,119.9,,
TR01528,EMP0074,TRANS,2024-01-19,Asset Management,Hotel/Lodging,117.38,,
TR01529,EMP0092,FIN,2024-03-18,Asset Management,Hotel/Lodging,176.83,,
TR01530,EMP0079,FIN,2023-12-23,Asset Management,Hotel/Lodging,155.42,,
TR01531,EMP0091,PMO,2023-11-11,Asset Movement,Mileage,252.32,376.6,252.32
TR01532,EMP0100,TRANS,2023-10-20,Asset Management,Mileage,127.7,190.6,127.7
TR01533,EMP0001,FIN,2024-05-15,Asset Management,Mileage,122.34,182.6,122.34
TR01534,EMP0073,ADMIN,2024-05-22,Asset Management,Mileage,22.11,33.0,22.11
TR01535,EMP0131,OPS,2024-09-28,Asset Management,Mileage,291.65,435.3,291.65
TR01536,EMP0005,FIN,2024-09-09,Asset Movement,Mileage,87.64,130.8,87.64
TR01537,EMP0106,FIN,2024-09-02,Asset Movement,Hotel/Lodging,193.25,,
TR01538,EMP0105,FIN,2024-06-01,Asset Management,Air Transportation,218.75,,
TR01539,EMP0001,FIN,2023-11-13,Asset Management,Ground Transportation,19.21,,
TR01540,EMP0097,FIN,2024-03-11,Asset Management,Mileage,41.54,62.0,41.54
TR01541,EMP0084,FIN,2024-04-23,Asset Management,Ground Transportation,91.19,,
TR01542,EMP0054,ADMIN,2024-05-12,Asset Management,Air Transportation,782.02,,
TR01543,EMP0088,LOG,2024-05-07,Asset Management,Ground Transportation,102.21,,
TR01544,EMP0147,TRANS,2024-07-01,Asset Management,Hotel/Lodging,116.16,,
TR01545,EMP0116,PMO,2023-11-29,Asset Management,Mileage,130.25,194.4,130.25
TR01546,EMP0074,TRANS,2023-11-12,Asset Movement,Air Transportation,331.52,,
TR01547,EMP0042,FIN,2024-03-17,Asset Management,Air Transportation,804.23,,
TR01548,EMP0111,TRANS,2024-09-17,Asset Movement,Mileage,348.94,520.8,348.94
TR01549,EMP0025,LOG,2024-02-18,Asset Management,Ground Transportation,29.87,,
TR01550,EMP0143,TRANS,2024-05-09,Asset Movement,Ground Transportation,93.5,,
TR01551,EMP0049,PMO,2024-08-31,Asset Management,Ground Transportation,140.45,,
TR01552,EMP0011,ADMIN,2023-12-09,Asset Movement,Hotel/Lodging,304.94,,
TR01553,EMP0143,TRANS,2023-11-29,Asset Management,Ground Transportation,90.56,,
TR01554,EMP0130,LOG,2024-07-31,Asset Management,Ground Transportation,173.23,,
TR01555,EMP0102,PMO,2024-01-13,Asset Management,Air Transportation,501.69,,
TR01556,EMP0042,FIN,2024-08-06,Asset Management,Air Transportation,1169.78,,
TR01557,EMP0057,ADMIN,2023-10-02,Asset Movement,Mileage,209.84,313.2,209.84
TR01558,EMP0061,TRANS,2023-12-04,Asset Management,Mileage,163.08,243.4,163.08
TR01559,EMP0025,LOG,2024-06-22,Asset Movement,Mileage,388.6,580.0,388.6
TR01560,EMP0003,OPS,2023-11-08,Asset Movement,Mileage,297.55,444.1,297.55
TR01561,EMP0046,OPS,2024-09-14,Asset Management,Ground Transportation,98.58,,
TR01562,EMP0074,TRANS,2024-02-08,Asset Movement,Ground Transportation,128.47,,
TR01563,EMP0142,FIN,2024-07-22,Asset Management,Hotel/Lodging,237.85,,
TR01564,EMP0106,FIN,2024-09-17,Asset Management,Ground Transportation,152.36,,
TR01565,EMP0011,ADMIN,2024-01-26,Asset Movement,Ground Transportation,90.86,,
TR01566,EMP0019,FIN,2024-02-10,Asset Movement,Ground Transportation,104.06,,
TR01567,EMP0052,OPS,2023-12-28,Asset Management,Air Transportation,182.95,,
TR01568,EMP0009,TRANS,2024-03-16,Asset Management,Air Transportation,295.0,,
TR01569,EMP0067,PMO,2024-02-15,Asset Movement,Hotel/Lodging,107.32,,
TR01570,EMP0090,OPS,2024-01-13,Asset Management,Hotel/Lodging,184.54,,
TR01571,EMP0088,LOG,2023-10-08,Asset Management,Ground Transportation,81.84,,
TR01572,EMP0087,TRANS,2024-06-16,Asset Management,Air Transportation,1076.57,,
TR01573,EMP0053,ADMIN,2023-10-15,Asset Management,Air Transportation,894.63,,
TR01574,EMP0146,PMO,2024-05-08,Asset Management,Air Transportation,693.19,,
TR01575,EMP0027,OPS,2023-11-23,Asset Management,Air Transportation,439.56,,
TR01576,EMP0111,TRANS,2024-08-29,Asset Management,Mileage,255.34,381.1,255.34
TR01577,EMP0032,OPS,2024-07-13,Asset Movement,Mileage,330.98,494.0,330.98
TR01578,EMP0134,TRANS,2024-09-04,Asset Management,Mileage,141.77,211.6,141.77
TR01579,EMP0105,FIN,2023-11-26,Asset Movement,Mileage,323.61,483.0,323.61
TR01580,EMP0112,OPS,2024-02-07,Asset Movement,Air Transportation,980.08,,
TR01581,EMP0100,TRANS,2024-03-12,Asset Management,Mileage,162.07,241.9,162.07
TR01582,EMP0054,ADMIN,2024-07-16,Asset Movement,Mileage,386.32,576.6,386.32
TR01583,EMP0078,FIN,2023-12-09,Asset Movement,Hotel/Lodging,320.49,,
TR01584,EMP0083,TRANS,2024-06-12,Asset Management,Hotel/Lodging,100.64,,
